product_name,cat,subcat,,
Nova NHT1061 Trimmer White & Pink,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Nova NHT1061 Trimmer White & Pink,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Nova Roti Maker N1124,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Nova trimmer,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
OEM Combo of 12V DC Car Vacuum Cleaner Heavy Duty + Air Compressor,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
OEM In-The-Ear Wired Headphone (S2IKFZ-024 Ink'd 2.0 Earbud) (Assorted Colors),Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
OEM In-The-Ear Wired Headphone (S2IKFZ-024 Ink'd 2.0 Earbud) (Assorted Colors),Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
OEM INKD S2IKDY-107 Wired In Ear Earphones (Black & Golden),Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
OEM Piston Wired In Ear Earphones (Gold),Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
One Touch Ultra Easy Glucose Monitor- Free 25 Strip,Electronics and Appliances,Electronics and Appliances->Audio and Video Accessories,,
One Touch Ultra Test Strp Box (50 Strips),Electronics and Appliances,Electronics and Appliances->Audio and Video Accessories,,
Orpat 1 Ltr Oek-8127 Electric Kettle,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Orpat OCH-1270 Room Heater,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Orpat OEH-1220 Fan Room Heater,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Orpat OEH-1220 Room Heater,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Pallavi Infotech Wall Mount Rack For Servers And Dvr,Electronics and Appliances,Electronics and Appliances->Audio and Video Accessories,,
Panasonic GD21 grey,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Panasonic KX-TG 4312 Cordless Landline Phone,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
"Panasonic KX-TG3611-SXB Cordless Landline Phone (Black),Panasonic KX-TG3611-SXB Cordless Landline Phone (Black),Panasonic KX-TG3611-SXB Cordless Landline Phone (Black)",Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Panasonic KXTG-3711SX Cordless Landline Phone,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Panasonic KXTG-3711SX Cordless Landline Phone,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Panasonic MK-GB1 Stand Mixer White,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Panasonic NC GF1 10 Cups Coffee Maker (White),Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Panasonic NI-V100N Steam Iron,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Panasonic Stylish Multi Purpose Solar LED Lamp(BG-BL04DCE-G),Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Party Magic Bullet Speed Mixer Chopper Grinder Skyline 21 PCs,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
PATCH CHORDS,Electronics and Appliances,Electronics and Appliances->Audio and Video Accessories,,
Philips  SA3RGA04KP/94 Raga 4GB MP3 Player - Black,Electronics and Appliances,Electronics and Appliances->Portable Audio Players,,
Philips  SA5MXX04AF/97 GoGear Mix 4GB MP3 Player (Blue),Electronics and Appliances,Electronics and Appliances->Portable Audio Players,,
Philips (SHE3590PP/98) In Ear Earphones,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips (SHE3590PP/98) In Ear Earphones,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips (SHE3590PP/98) In Ear Earphones,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips 1.2 ltrs HD9303 Electric Kettle,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips 4938 Induction Cooker,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips Aj3122 Alarm Clock Radio Green LED,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips AT 620 Aqua Touch Shaver,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips AZ1852/98 CD Sound Machine,Electronics and Appliances,Electronics and Appliances->Portable Audio Players,,
Philips DVP3608 DVD Player,Electronics and Appliances,Electronics and Appliances->Portable Audio Players,,
Philips GC1010 Steam Iron,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips GC1010 Steam Iron,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
"Philips GC1905 Steam Iron, 1440 W",Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips GC1905/21 Steam Iron,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips GC1905/21 Steam Iron,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips GC83 Dry Iron,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips HD 7447 15 Cups Coffee Maker(Black),Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips HL1632 Juicer Mixer Grinder,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips HL1632 Juicer Mixer Grinder,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips HL1645/00 750 Mixer Grinder,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips O'Neill Cruz SHO3305BOARD/00 Over Ear Headphone,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips PC Headset SHM1900,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips PC Headset SHM1900,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips PC Headset SHM1900,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips PC Headset SHM1900,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips PC Headset SHM1900,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips QT 4006 Trimmer (Black & Red),Electronics and Appliances,,,
Philips QT 4006 Trimmer (Black & Red),Electronics and Appliances,,,
Philips QT 4006 Trimmer (Black & Red),Electronics and Appliances,,,
Philips QT4000 15 Trimmer For Men (Black),Electronics and Appliances,,,
Philips QT4000 15 Trimmer For Men (Black),Electronics and Appliances,,,
Philips QT4000 15 Trimmer For Men (Black),Electronics and Appliances,,,
Philips QT4000 Black Trimmer,Electronics and Appliances,,,
Philips SA5DOT04BN  miniDot Mp3 Player-Blue,Electronics and Appliances,Electronics and Appliances->Portable Audio Players,,
Philips SA5DOT04WN  miniDot Mp3 Player-White/Black,Electronics and Appliances,Electronics and Appliances->Portable Audio Players,,
Philips SA5DOT04WN  miniDot Mp3 Player-White/Black,Electronics and Appliances,Electronics and Appliances->Portable Audio Players,,
Philips SA5DOT04WN  miniDot Mp3 Player-White/Black,Electronics and Appliances,Electronics and Appliances->Portable Audio Players,,
Philips SA5DOT04WN  miniDot Mp3 Player-White/Black,Electronics and Appliances,Electronics and Appliances->Portable Audio Players,,
Philips SA5DOT04WN  miniDot Mp3 Player-White/Black,Electronics and Appliances,Electronics and Appliances->Portable Audio Players,,
Philips SBCHL140/98 Wired Headphones,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips SHE1360/97 Wired Headphones,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips SHE1360/97 Wired Headphones,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips SHE1360/97 Wired Headphones,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips SHE3515BK/00 Neckband Over Ear Headphone,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips SHE3595 In Ear Earphones (Black),Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips SHL3000BR Over Ear Headphone,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips SHL3000PP Over Ear Headphone,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips SHP1900 Over Ear Headphone,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips SHP1900 Over Ear Headphone,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips SHP1900 Over Ear Headphone,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips SHS390 Neckband Over Ear Headphone,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Philips Steam Iron GC1905/21,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Philips Ujjwal Emergency Light,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Pigeon Idly Maker-6Plates,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Plantronics Voyager Legend Bluetooh Headset,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Pocket Digital TDS Meter + Carry Case - RO Filter Purifier Water Quality Tester,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Portable Car Vacuum Cleaner,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Portable Sewing Machine 4in1 With Adapter & Pedal,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Portronics Glitz Bluetooth Speakers (Black),Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Prestige 1 Ltr PKSS Electric Kettle Stainless Steel,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Prestige Champ 550 W Juicer Mixer Grinder 3 Jars(White),Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Prestige Marvel 4 Burner Cooktop (GUR),Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Prestige PGSFB Grill,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Prestige PIC 1.0 Mini Induction Cooktop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Prestige PIC 14.0 Induction Cooktop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Primuz Universal UL-501 Remote Controller,Electronics and Appliances,Electronics and Appliances->Audio and Video Accessories,,
Projector Ceiling Mount Kit,Electronics and Appliances,Electronics and Appliances->Audio and Video Accessories,,
Prosmart Concepts PRO20202 Wireless Bluetooth Stereo Headphone,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
PSB 3.5mm Male to Male Aux Cable,Electronics and Appliances,Electronics and Appliances->Audio and Video Accessories,,
PTron Gold 1 5 Meter HDMI Male to Male PVC Cable,Electronics and Appliances,Electronics and Appliances->Audio and Video Accessories,,
Quace Sports Stereo Wireless Bluetooth Headset Earphone For Phone Iphone Pc,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Razer Tiamat 7.1 Headset,Electronics and Appliances,Electronics and Appliances->Headphones and Earphones,,
Rechargeable LED Torch,Electronics and Appliances,Electronics and Appliances->Audio and Video Accessories,,
Remote Loader Truck,Electronics and Appliances,Electronics and Appliances->Audio and Video Accessories,,
Remote Used For Tata Sky Set Top Box (Compatible),Electronics and Appliances,Electronics and Appliances->Audio and Video Accessories,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable twist water mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable Twist Water Mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Retractable Twist Water Mop,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
RO Service 4 pieces Kemflo Brand High Quality Spun / Sediment Filter (Water Filter),Electronics and Appliances,Electronics and Appliances->Home Appliances,,
RO Service Heathy In Line RO Filters 2 Carbon Filter+1 Sediment Filter+6 Elbow,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Ro Service N/a Q-7 Water Purifiers,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
RO Service WATER FILTER PURIFIER COMPLETE SERVICE KIT FOR UNDERSINK WALLHANGING MODEL,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
RO Service10 Inch Pre-Filter bowel+Spun PP Filter +1/4 InchConnector 2 nos,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
RO Service10 Inch Pre-Filter bowel+Spun PP Filter +1/4 InchConnector 2 nos,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
RO Service10 Inch Pre-Filter bowel+Spun PP Filter +1/4 InchConnector 2 nos,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Rockford Fosgate - RF 14000T - 12inch Bass Tube,Electronics and Appliances,Electronics and Appliances->Audio and Video Accessories,,
Roservice - Ro Flow Restrictor 420Ml Ro Water Purifier Filter Flow Restrictor 420Ml,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Roservice - Ro Membrane : Vontron Membrane (75 Gpd),Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Roservice - Steel Inlet +Valve/Connector Ro/Uv/Water Filter Purifier Complete Set,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
Roservice - Uf Membrane 4 Inches Hollow Fiber Ultrafiltration Membrane,Electronics and Appliances,Electronics and Appliances->Home Appliances,,
